,business_categories,business_city,business_full_address,business_id,business_latitude,business_longitude,business_name,business_neighborhoods,business_open,business_review_count,business_stars,business_state,business_type
122,"Food; Beer, Wine & Spirits; Grocery",Phoenix,"4821 N 20th St
Phoenix, AZ 85016",Sy-hmzSH1OmWpHmAfZtxRA,33.5076745,-112.0388709,Trader Joe's,,True,67,4.5,AZ,business
123,Building Supplies; Home Services,Chandler,"650 N 54th St
#0476
Chandler, AZ 85226",5BPuQsM1_CwVu7KiqIjyGA,33.3134804,-111.9703172,The Home Depot,,True,11,3.0,AZ,business
124,Doctors; Health & Medical; Naturopathic/Holistic,Tempe,"2164 E Broadway Rd
Tempe, AZ 85282",YPaxaQz2f5fyDYPnf5vlew,33.407927,-111.893417,Southwest Naturopathic Medical Center,,True,6,3.5,AZ,business
125,Eyelash Service; Nail Salons; Beauty & Spas,Chandler,"2055 N Alma School Rd
Ste 16B
Chandler, AZ 85224",9OjaTv86bO-YITbGhEq2XQ,33.336677,-111.856635,Sky Nails & Spa,,True,7,4.5,AZ,business
126,Veterinarians; Pets,Chandler,"5995 W. Chandler Blvd.
Chandler, AZ 85226",p2FoMPsKYDVkDrNv4mEESA,33.3037459,-111.945161,Family Vetcare of Chandler,,True,3,5.0,AZ,business
127,Mexican; Restaurants,Mesa,"1033 N Dobson Rd
Suite 101
Mesa, AZ 85201",qBc36uFI7orWS8NpYZCv_w,33.4351659963261,-111.866054534912,Matta's Grill and Cantina,,True,30,3.5,AZ,business
128,Hair Salons; Beauty & Spas,Gilbert,"756 S Gilbert Rd
Gilbert, AZ 85296",-NGrzJp0dX5pK3qdGSaspw,33.335942,-111.790625,Cool Cuts 4 Kids,,True,9,4.5,AZ,business
129,Active Life; Gyms; Trainers; Fitness & Instruction,Scottsdale,"8240 N Hayden Rd
Ste B-100
Scottsdale, AZ 85258",OhCRdO-4v4zV90TMbR7Qfw,33.5563324,-111.8991423,Koko FitClub of McCormick Ranch,,True,5,5.0,AZ,business
130,Churches; Religious Organizations,Phoenix,"15220 S 50th St
Ste 101
Phoenix, AZ 85044",gKxOZvQTTd5hpFa3r5igGQ,33.3079502,-111.9760673,New Valley Church,,True,3,5.0,AZ,business
131,Active Life; Gyms; Trainers; Fitness & Instruction,Phoenix,"2310 W. Happy Valley Rd
Suite 1019
Phoenix, AZ 85085",7IBQ6DomcORtlwCO1QNxBA,33.7129915,-112.1106961,Anytime Fitness,,True,3,4.5,AZ,business
132,Photographers; Event Planning & Services,Chandler,"1232 W Galveston St
Chandler, AZ 85224",NbjyUsShOLe1rA-nnin-bA,33.313553,-111.864595,A & B Photos,,True,3,5.0,AZ,business
133,Health Markets; Food; Grocery; Ethnic Food; Specialty Food,Glendale,"4410 W Union Hills Dr
Glendale, AZ 85308",ehy9Vy1BKc9shO74chuUAQ,33.655418,-112.153592,Asiana Market,,True,39,3.0,AZ,business
134,Mediterranean; Restaurants,Phoenix,"4811 N 16th St
Ste 104
Phoenix, AZ 85016",6lcay-E_ssmzpGanKbColg,33.507549,-112.047066,Zaytoon Kabob Bistro,,True,31,3.0,AZ,business
135,Hotels & Travel; Event Planning & Services; Venues & Event Spaces; Hotels,Scottsdale,"10101 N. Scottsdale Road
Scottsdale, AZ 85253",9kue6njdYLYAr-ve65L0NA,33.57711,-111.925321,Hampton Inn,,True,3,2.5,AZ,business
136,Fast Food; Mexican; Restaurants,Phoenix,"16649 N Tatum Blvd
Phoenix, AZ 85032",sH17KGxbMVrlr66n92Qh8g,33.638672,-111.977264,Del Taco,,True,6,3.0,AZ,business
137,American (New); Restaurants,Phoenix,"5223 N Central Ave
Phoenix, AZ 85012",FURgKkRFtMK5yKbjYZVVwA,33.513697188158,-112.07341192283,Windsor,,True,326,4.0,AZ,business
138,Pet Services; Photographers; Event Planning & Services; Pets,Phoenix,"4340 E Indian School Rd
Suite 21-565
Phoenix, AZ 85018",IRy9-pB3mQ4V7RYWsKrJfQ,33.495499,-111.988151,Cow Dreamz Photography,,True,5,5.0,AZ,business
139,Electronics; Shopping,Chandler,"3014 N Dobson Rd
Ste 2
Chandler, AZ 85224",TOh-zfgSDJwLgEsf1NSkPQ,33.3498648,-111.8766855,Batteries Plus,,True,4,4.0,AZ,business
140,Food; Ice Cream & Frozen Yogurt,Scottsdale,"11144 N Frank Lloyd Wright Blvd
Scottsdale, AZ 85259",9H1PBcxPxicokgj8RJ4L8A,33.5870065,-111.8362927,Orange Leaf Frozen Yogurt,,True,16,3.0,AZ,business
141,Mexican; Restaurants,Tempe,"1804 E Southern Ave
Tempe, AZ 85282",Fb_mZcgCgvK60E3hymcpyw,33.3931628,-111.9080584,Taco del Mar,,False,7,3.5,AZ,business
142,"Bars; Food; Beer, Wine & Spirits; Breakfast & Brunch; Burgers; Gay Bars; Nightlife; Restaurants",Phoenix,"5111 N 7th St
Phoenix, AZ 85014",OwHqwmHwswArpv3m3dlw_Q,33.511332,-112.06434,Burger Betty's,,False,5,2.5,AZ,business
143,Women's Clothing; Fashion; Shopping,Peoria,"24762 N Lake Pleasant Pkwy
Ste 101
Peoria, AZ 85383",bXsdiL4-hkuma798RUzD7w,33.7084086,-112.272659,Li'l Black Dress,,True,3,4.5,AZ,business
144,Hot Dogs; Restaurants,Phoenix,"3800 W Sky Harbor Blvd
T4/S3
Phoenix, AZ 85034",kMxYp2GZL5ic6b05gPP57Q,33.4341094982183,-111.996914148331,Nathans Famous Hotdogs,,True,12,2.0,AZ,business
145,Fish & Chips; Restaurants,Glendale,"18589 N. 59th avenue
Glendale, AZ 85308",bzXDUQ-5Odzx5WZNoSoANg,33.65316,-112.184993,Oscar's Pier 83 fish and chips,,True,40,4.0,AZ,business
146,Food; Ice Cream & Frozen Yogurt,Mesa,"303 E Southern Ave
Mesa, AZ 85210",KHeM4cO2DWK1C09zWCFLFQ,33.392989774236,-111.8248506985,Bahama Buck's,,True,19,4.5,AZ,business
147,Chinese; Restaurants,Phoenix,"5057 N 35th Ave
Phoenix, AZ 85017",0db71MbrvcJnyk71COCJBg,33.5108735,-112.134201,Great Wall Cuisine,,True,121,3.5,AZ,business
148,Bars; Gay Bars; Nightlife,Phoenix,"998 E Indian School Rd
Phoenix, AZ 85014",sOvmVhQqKqJus67S10jw0g,33.4947343,-112.0610324,Cellblock Phoenix,,False,3,4.0,AZ,business
149,Health & Medical; Dentists; General Dentistry,Scottsdale,"7904 E Chaparral Rd Ste 109
Scottsdale, AZ 85250",jnZ9cGeh1cj1LSYctKprfQ,33.509556,-111.911106,Chaparral Dental Pllc,,True,4,5.0,AZ,business
150,Food; Grocery,Phoenix,"330 W Bell Rd
Phoenix, AZ 85023",gWP6ofoyTbK0SZj1i_XqNQ,33.641458,-112.08,Winco Foods,,True,37,3.5,AZ,business
151,Bars; Arts & Entertainment; Nightlife; Music Venues,Tempe,"420 S Mill Avenue
Tempe, AZ 85281",oQkJJykinMTUdB9hPHUq_A,33.425711,-111.94047,The Loft,,False,3,4.0,AZ,business
152,,Peoria,"29329 N 67th Avenue
Peoria, AZ 85383",DflKgFbxt9VuqjSoI21XFQ,33.751246,-112.204085,Dryer Vent Doctor,,True,3,5.0,AZ,business
153,Food; Coffee & Tea; Sandwiches; Restaurants,Scottsdale,"6900 E Camelback Rd
Ste A38
Scottsdale, AZ 85251",WVs0Q355wHQ4d1KZOHReZA,33.502612,-111.9315649,Java Me Craze',,True,5,4.5,AZ,business
154,Food; Coffee & Tea,Scottsdale,"15054 N Scottsdale Rd
#100
Scottsdale, AZ 85254",hFTOvDYB5ap59uFgxBQrDg,33.6247911,-111.9257312,Starbucks Coffee,,True,15,4.0,AZ,business
155,Active Life; Amusement Parks,Phoenix,"3335 W Peoria Ave
Phoenix, AZ 85051",4acfPIJdTn239qGeXLrzFw,33.5818597,-112.1319013,Laser Quest,,True,3,4.5,AZ,business
156,Fast Food; Restaurants,Goodyear,"1470 N Dysart Rd
Goodyear, AZ 85338",8HmSt7fRFe-uH6i4yCmJQQ,33.4517561,-112.3411836,KFC,,True,3,1.0,AZ,business
157,Mexican; Restaurants,Mesa,"450 N Alma School R
Mesa, AZ 85201",qdA4qiSXjaiuqO4SueH9VA,33.4234775,-111.8564229,Burrito Express,,True,21,3.5,AZ,business
158,Dry Cleaning & Laundry; Food; Local Services; Convenience Stores; Korean; Restaurants,Chandler,"30 W Galveston St
Chandler, AZ 85225",qnKX52X6N9tp5qcK3QankA,33.313742,-111.8425,Uno Stop,,True,3,4.5,AZ,business
159,Women's Clothing; Men's Clothing; Fashion; Shopping,Phoenix,"610 E Roosevelt St
Ste 148
Phoenix, AZ 85004",Fy75nbQSylmO3UGCSedaZg,33.4588994,-112.0662616,Spoken Boutique,,False,9,4.0,AZ,business
160,Mexican; Restaurants,Glendale,"4425 W Glendale Avenue
Glendale, AZ 85301",3VTBObOAUyDQfpsndTz_pg,33.5384488,-112.1542252,Tortas La Presa #2,,True,3,3.5,AZ,business
161,Health & Medical; Dentists; General Dentistry,Chandler,"1035 W Queen Creek Road
Suite 206
Chandler, AZ 85248",Hls6Cl5Wo8f1FS5ZDtntXA,33.261657,-111.860733,Chandler Dental Health,,True,9,5.0,AZ,business
162,Hair Removal; Beauty & Spas,Tempe,"9020 S McClintock Dr
Studio 30
Tempe, AZ 85284",l_f5t6TOoNAl7QAkHMr_Bg,33.332396,-111.911885,Wax On Wax Off Body Waxing,,True,3,5.0,AZ,business
163,Active Life; Gyms; Fitness & Instruction,Phoenix,"822 E Union Hills Dr
Phoenix, AZ 85024",ZsLq6mPkGknPcZ-u4a_Rvw,33.6561431884766,-112.062858581543,Fitness 1,,True,4,3.5,AZ,business
164,Bars; Restaurants; American (Traditional); Sports Bars; Nightlife,Tempe,"930 W Broadway Rd
Tempe, AZ 85282",h-9z4dgdEghdPLeDMLpDYA,33.407724,-111.952872,Tailgate Sports Bar & Grill,,True,12,4.0,AZ,business
165,Mexican; Restaurants,Gilbert,"2224 E Williams Field Rd
Gilbert, AZ 85297",In93N5Jqu85xAh0qQ2jb1w,33.307805088942,-111.74286306603,Chipotle,,True,3,3.5,AZ,business
166,Pets; Pet Stores,Glendale,"17204 N 67th Ave
Glendale, AZ 85306",PqZf-DZyyXopkaEv8FrIIQ,33.6393817,-112.2032324,Pet Club,,True,3,4.5,AZ,business
167,Party Supplies; Arts & Crafts; Shopping; Event Planning & Services; Costumes,Scottsdale,"15740 N Pima Rd
Scottsdale, AZ 85260",4r9BfViVzFsN5W-ClcvuZQ,33.6284661,-111.8927834,Party City,,True,7,3.0,AZ,business
168,Event Planning & Services; Party & Event Planning; Caterers,Phoenix,"739 East Dunlap Ave
Phoenix, AZ 85020",8fLdtZp0q8TjVTsqfV6byQ,33.5675436,-112.0636277,Dad's Catering Service,,True,4,2.5,AZ,business
169,American (Traditional); Comfort Food; Caterers; Event Planning & Services; Restaurants,Tempe,"3435 S McClintock Dr
Tempe, AZ 85282",nih6RQC-HttWiO28HOcfOA,33.3912468,-111.9089862,Boston Market,,True,4,3.5,AZ,business
170,Women's Clothing; Department Stores; Fashion; Shopping; Accessories,Chandler,"812 W Warner Road
Suite 8
Chandler, AZ 85225",x4N7KH4hLtHga269T3EOBw,33.3181,-111.8332,Fashion Bug,,True,4,4.5,AZ,business
171,Pizza; Restaurants,Tempe,"440 W Warner Rd
Tempe, AZ 85284",3jqOv6re-xPYOg7srmi7tg,33.3350531,-111.9445728,Picazzo's Organic Italian Kitchen,,False,89,4.0,AZ,business
172,"Books, Mags, Music & Video; Musical Instruments & Teachers; Shopping",Phoenix,"8034 N 19th Ave
Phoenix, AZ 85021",xLCbkTYQaP-nij6mEfaw7A,33.5542912,-112.0999796,Bookmans Entertainment Exchange,,True,81,4.0,AZ,business
173,Automotive; Gas & Service Stations,Goodyear,"440 N Estrella Pkwy
Goodyear, AZ 85338",V8QNpf_QtpTT5IEoILUKCA,33.451376,-112.393973,Safeway Fuel,,True,3,4.0,AZ,business
174,Hair Salons; Beauty & Spas,Mesa,"Superstition Springs Center
6555 E Southern Ave, Ste 1416
Mesa, AZ 85204",Y34FJbdf6DuRAJ0k12yPnQ,33.3950458576586,-111.688385009766,Regis Salon,,True,4,4.0,AZ,business
175,Department Stores; Fashion; Shopping,Mesa,"1230 S Longmore
Mesa, AZ 85202",ZHuJrSE9n9rhAnUIGVyYzA,33.3914214,-111.8638783,Target,,True,6,3.0,AZ,business
176,Optometrists; Health & Medical; Shopping; Eyewear & Opticians,Mesa,"1365 S Alma School Rd
Mesa, AZ 85210",0vHJbmk2q6tSxw-sMD8LAQ,33.388549,-111.856707,Eyeglass World,,True,8,2.0,AZ,business
177,Libraries; Public Services & Government,Surprise,"16089 N Bullard Ave
Surprise, AZ 85374",-SfUBPZcJ6uw2cVlc6dk-Q,33.6298606,-112.3758566,Northwest Regional Library,,True,6,4.5,AZ,business
178,Fast Food; Restaurants,Surprise,"16760 W Bell Rd
Surprise, AZ 85374",h_FP6Lho52MIorjH8GuerQ,33.639044,-112.419796,Jack in the Box,,True,3,3.0,AZ,business
179,Fast Food; Restaurants,Phoenix,"4741 E McDowell Rd
Phoenix, AZ 85008",rSZj7lgBxREaMhGMnjuZ3g,33.465334,-111.978816,Jack in the Box,,True,4,3.0,AZ,business
180,Italian; Pizza; Restaurants,Surprise,"13980 W Bell Rd
Ste 1
Surprise, AZ 85374",kN8792XEJfCtpD5GJLmI6g,33.64032,-112.361552,NYPD Pizza,,True,29,4.0,AZ,business
181,"Used, Vintage & Consignment; Fashion; Shopping",Tempe,"6426 S McClintock Dr
#104
Tempe, AZ 85283",03m0CGFwEInR8ZBGrqmO7w,33.3634762,-111.9112224,Turn Style Consignment,,True,5,3.0,AZ,business
182,Hotels & Travel; Resorts; Event Planning & Services; Hotels,Scottsdale,"7575 E Princess Dr
Scottsdale, AZ 85255",9mfec4ySQpW8doGs3FUP2Q,33.6455682097528,-111.917118430138,Fairmont Scottsdale Princess,,True,102,4.0,AZ,business
183,Food; Grocery,Scottsdale,"4842 East Bell Road
Scottsdale, AZ 85254",yLa-Qp45lqfwdebh65L3HQ,33.64223,-111.976116,Fry's Food Stores,,True,6,3.0,AZ,business
184,American (Traditional); Diners; Restaurants,Phoenix,"1747 Grand Ave
Phoenix, AZ 85007",lnX2gaGdO0fNtykyFrp1AA,33.4643554,-112.0981742,Mel's Diner,,True,22,3.5,AZ,business
185,Home Cleaning; Home Services,Scottsdale,"Scottsdale, AZ 85250",JuyVq7GwY5EZ_gL5cGfPiA,33.5243639,-111.8985922,Arizona Executive Maids,,True,3,1.0,AZ,business
186,American (Traditional); Restaurants,Scottsdale,"The Scottsdale Princess Hotel
7575 E. Princess Drive
Scottsdale, AZ 85255",oRwWdpARqCjam6k_za8wOA,33.6462961,-111.9189477,LV Bistro,,True,9,2.5,AZ,business
187,Sushi Bars; Nightlife; Restaurants,Chandler,"91 W Boston St
Chandler, AZ 85224",um2sEf_ITsCc536kPQ6Umg,33.3021786,-111.8426724,Siracha Lounge,,False,22,3.5,AZ,business
188,Sporting Goods; Fashion; Shopping; Shoe Stores; Sports Wear,Scottsdale,"15147 N Scottsdale Rd
Ste 180
Scottsdale, AZ 85260",Q87G5ezBUhqjQ1xHfZ3fSA,33.6235377,-111.925553,Nike at Scottsdale Quarter,,True,14,3.5,AZ,business
189,Fast Food; Pizza; Restaurants,Scottsdale,"11291 E Via Linda
Ste 128
Scottsdale, AZ 85259",Xn06AozwcTvUPFNkknbgnw,33.587109615647,-111.83734988227,Pizza Hut,,True,3,3.0,AZ,business
190,Buffets; Chinese; Restaurants,Casa Grande,"1677 E Florence Boulevard
Casa Grande, AZ 85222",WxLMUX59m6sSszVNLnHDEw,32.8786089,-111.7157877,China Buffet,,True,11,3.0,AZ,business
191,Burgers; American (Traditional); Hot Dogs; Restaurants,Phoenix,"21001 N  Tatum Blvd
Ste 34-1140
Phoenix, AZ 85050",qAORECtABjr_FsvSzy1apw,33.678615,-111.9746066,Smashburger,,True,23,3.0,AZ,business
192,Burgers; Restaurants,Phoenix,"1928 E Highland Ave
Phoenix, AZ 85016",-yPdEze6bYRV2Sm1t4XJhg,33.5056919,-112.040429,Fuddruckers,,False,3,4.0,AZ,business
193,American (Traditional); Restaurants,Gilbert,"110 S Val Vista Dr
Gilbert, AZ 85296",aZFxdrDmfO10e3k2LNNFPw,33.347758,-111.756931,Native New Yorker,,False,15,3.5,AZ,business
194,Day Spas; Beauty & Spas; Nail Salons,Gilbert,"1451 E Williams Field Rd
Ste 104
Gilbert, AZ 85295",FXLttunbk-KW--bUK5CRXg,33.3053419,-111.7586552,Solare Nail & Spa,,True,8,4.0,AZ,business
195,Fast Food; Sushi Bars; Japanese; Restaurants,Scottsdale,"3530 N Goldwater Blvd
Scottsdale, AZ 85251",EuNV8_SReV_3KeET2Ums6A,33.4892464,-111.9271068,Tokyo Express,,True,28,3.0,AZ,business
196,Food; Coffee & Tea; Sandwiches; Restaurants,Phoenix,"3607 East Bell Road, Ste.
#1
Phoenix, AZ 85032",QQ-lSbz4ARm1MQA5z8-nAw,33.640076,-112.004291,Weather & Coffee,,False,6,4.5,AZ,business
197,Food; Donuts,Chandler,"2051 W Chandler Blvd
Ste 10
Chandler, AZ 85224",qiiQoiOsaxXOR1nUxo5WAw,33.3056508,-111.8777697,Dunkin Donuts,,True,13,3.5,AZ,business
198,Day Spas; Hotels & Travel; Beauty & Spas; Event Planning & Services; Hotels,Scottsdale,"4925 N Scottsdale Rd
Scottsdale, AZ 85251",UKgSs_SJzW9fu4CwhIV1yA,33.5083781,-111.9258659,Firesky Resort & Spa,,True,145,4.5,AZ,business
199,Children's Clothing; Fashion; Shopping,Chandler,"Chandler Fashion Mall
3111 W Chandler Blvd
Chandler, AZ 85226",sqmdFdEXk8DoCnjRvEh90Q,33.3014388,-111.8996518,Disney Store,,True,3,4.5,AZ,business
200,Fast Food; Restaurants,Scottsdale,"8030 E Indian School Rd
Scottsdale, AZ 85251",_dVPzYGXKNg2rIsc40VtyA,33.4952011,-111.9078794,Jack-In-the Box,,True,7,2.5,AZ,business
201,Sushi Bars; Restaurants,Goodyear,"2293 N Pebble Creek Pkwy
Ste 101
Goodyear, AZ 85338",x0NOgX6P4x-82cC0kcO1hg,33.4720905777243,-112.39201426506,Akai Hana Sushi & Grill,,True,44,4.0,AZ,business
202,Pizza; Restaurants,Glendale,"6635 W Happy Valley Road Suite A104
Glendale, AZ 85310",Dim6R6ki5Z_05bk_V1htbQ,33.710671,-112.202473,Brother's Pizza,,True,12,3.0,AZ,business
203,Real Estate Agents; Property Management; Home Services; Real Estate,Chandler,"1405 N Dobson Road
Suite 14
Chandler, AZ 85224",lDwHtEVlak5lVrXi2FImPA,33.3281635,-111.8758774,R.S.V.P. Realty,,True,3,4.0,AZ,business
204,Bridal; Shopping,Mesa,"500 W Southern Ave
Mesa, AZ 85210",WeD2fAdaf44CcDeS2xuEWw,33.393841,-111.842039,Carrillo's Wedding Emporium,,True,8,2.5,AZ,business
205,Food; Coffee & Tea,Scottsdale,"7050 E Shea Blvd
Scottsdale, AZ 85254",4bhJ2kl1WVnNQeH3xJgz6A,33.5824302783656,-111.928185224533,Starbucks,,True,10,2.5,AZ,business
206,Skin Care; Tanning; Beauty & Spas,Phoenix,"822 E Union Hls Dr
Ste 16D
Phoenix, AZ 85024",xxSq7BBoCwUHnaxMMgF5mg,33.6548544,-112.0622257,Total Tan,,True,4,4.5,AZ,business
207,Seafood; Cajun/Creole; Restaurants,Scottsdale,"Talking Stick Resort
9800 E Indian Bend Rd
Scottsdale, AZ 85256",e8Eke5v8pXw-PuRCu2uPjg,33.538873,-111.865693,Ocean Trail,,True,26,5.0,AZ,business
208,Hair Salons; Beauty & Spas,Gilbert,"2487 S Gilbert Rd
Gilbert, AZ 85296",jNVnU8t7ydme5wKlfFV2yQ,33.3209897,-111.7898954,Great Clips,,True,3,3.5,AZ,business
209,Health Markets; Food; Specialty Food,Phoenix,"2005 E Camelback Road
Phoenix, AZ 85016",ti3-TiY1y6X8-VJMGNMJnQ,33.509264,-112.0385348,Hi Health Supermart,,True,3,4.0,AZ,business
210,Hotels & Travel; Airports,Phoenix,"4000 E Sky Harbor Blvd
Phoenix, AZ 85034",4bi6m2WWnSUnQzR4xLF5BQ,33.4360418,-111.9952003,US Airways Club,,True,8,4.0,AZ,business
211,Local Services; Junk Removal & Hauling,Sun City,"9715 W Loma Blanca Dr
Sun City, AZ 85351",F0UDUKUcEbK5xqgJt_q46g,33.636017,-112.268538,Xpress Junk & Trash Removal,,True,3,5.0,AZ,business
212,Barbers; Beauty & Spas,Phoenix,"4949 E Warner Rd
Ste 103
Phoenix, AZ 85048",61Yk_UEcDAd-IBu6wzBc8A,33.3098725139826,-112.04475402832,@ Lefty's Barber Shop,,True,3,4.5,AZ,business
213,Bars; Nightlife; Lounges,Phoenix,"2701 E Indian School Rd
Phoenix, AZ 85016",Edj0quZE5k1WcAtf883j6w,33.4948091,-112.023489,Shady's,,True,117,4.0,AZ,business
214,Pizza; Restaurants,Phoenix,"231 W Thomas Rd
Phoenix, AZ 85013",JUe_TAe9T9MZXutb5fblDg,33.4802381,-112.077889,Papa John's,,True,7,2.5,AZ,business
215,Food; Coffee & Tea; Breakfast & Brunch; Vegan; Restaurants,Phoenix,"4025 E Chandler Blvd
Ste 28
Phoenix, AZ 85048",lVkDZZ8sTafPlq7f1i5row,33.3051122,-111.99506,Pomegranate Cafe,,True,141,4.0,AZ,business
216,Chinese; Restaurants,Apache Junction,"2430 W Apache Trl
Apache Junction, AZ 85220",u2hGxSbpIOZZ3KliIELuTQ,33.4160688,-111.5722283,Grand Buffet,,True,6,2.5,AZ,business
217,,Mesa,"11 W Hampton Ave
Mesa, AZ 85210",dHWEaIOAJkh3hkM0izme8w,33.388337,-111.83245,Cruise America Motorcycle Rental & Sales,,True,4,2.0,AZ,business
218,Restaurants; Pizza; Italian,Goodyear,"14970 W Indian School Rd
Goodyear, AZ 85395",SDs4eWoV-cpJystzTAH0qg,33.492737,-112.380047,Picazzo's Gourmet Pizza,,False,9,3.0,AZ,business
219,Health Markets; Food; Restaurants; Sandwiches; Specialty Food,Scottsdale,"3737 N Scottsdale Rd
Scottsdale, AZ 85251",cof7qW-PD0M7Jykclg48oQ,33.4916179,-111.9258402,Port of Subs and Smoothie King,,False,6,3.5,AZ,business
220,Sporting Goods; Shopping,Scottsdale,"4032 North Miller Rd
Ste 100
Scottsdale, AZ 85251",o0snahBUg0DYC5PIM0bz3Q,33.4947907,-111.9174952,Triple Sports,,True,8,5.0,AZ,business
221,Hair Removal; Beauty & Spas,Phoenix,"2330 W Happy Valley Rd
Ste 1024
Phoenix, AZ 85085",pjW7mFHc2uvQ1Dgx5HFQ4Q,33.7129653,-112.1117276,European Wax Center,,True,6,4.5,AZ,business
222,Beauty & Spas; Nail Salons,Tempe,"5000 S Arizona Mills Cir
Tempe, AZ 85282",nJ6xBHPwEBsd3S1fOU2jdw,33.3852846,-111.964558,Fashion Nails,,True,3,1.5,AZ,business
223,Banks & Credit Unions; Financial Services,Mesa,"1333 S Alma School Rd
Mesa, AZ 85210",iJDuP99y1epu3LiIgNiqsw,33.390303,-111.856673,Wells Fargo Bank,,True,4,2.5,AZ,business
224,Sushi Bars; Restaurants,Chandler,"3125 S Alma School Rd
Chandler, AZ 85248",cfy-C6XNFt-F-dCQfK7EDQ,33.261388,-111.857235,Mikado Sushi,,True,65,4.0,AZ,business
225,Shopping Centers; Shopping,Chandler,"240 W Warner Rd
Chandler, AZ 85225",eu7F8Gv9v5TmrcgUQVvdCw,33.336279,-111.846404,SwapSmart,,True,3,3.5,AZ,business
226,Sandwiches; Restaurants,Goodyear,"395 N Litchfield Rd
Goodyear, AZ 85338",-_JBgygYYD_UkuD-GVTp6A,33.451414,-112.357595,Schlotzsky's,,True,5,3.5,AZ,business
227,Discount Store; Shopping,Phoenix,"6018 S Central Ave
Phoenix, AZ 85041",mg1TiyXVneuVsZ6GGZH_kQ,33.3919401,-112.0734082,99 Cents Only Store,,True,3,4.5,AZ,business
228,Chinese; Restaurants,Phoenix,"4327 W Thomas Road
Phoenix, AZ 85031",LeTMz4hrsdHhiS-vNBj82A,33.4803555,-112.1530731,Little Dragon Chinese Restaurant,,True,8,4.5,AZ,business
229,Fashion; Shopping; Shoe Stores,Scottsdale,"7135 E Camelback Rd
Ste 175
Scottsdale, AZ 85018",jF7R5nxyGiwPM5Q7xLfD5g,33.505045344989,-111.987419128418,High Point,,True,14,4.0,AZ,business
230,Shopping; Optometrists; Health & Medical; Eyewear & Opticians,Phoenix,"13637 N Tatum Blvd
Suite 18
Phoenix, AZ 85032",gXNTw5Ub9Mf1oh_ZSe7LhQ,33.6106248,-111.9777806,America's Best Contacts and Eyeglasses,,True,4,3.0,AZ,business
231,Art Supplies; Shopping; Arts & Crafts,Mesa,"123 W Main St
Mesa, AZ 85201",DUZyazpBziX1v3qGZz6PrQ,33.4149408,-111.8351168,Mystic Paper,,True,6,4.5,AZ,business
232,Reflexology; Health & Medical,Scottsdale,"2966 N Hayden Rd
Scottsdale, AZ 85251",dt0z8feRxhQ6JEAWpLfukQ,33.4814299,-111.9089012,Long Zu Reflexology,,True,6,4.5,AZ,business
233,Pet Groomers; Pet Services; Pets,Surprise,"13059 W Grand Ave
Surprise, AZ 85374",SJgeGP4-P6yVH05WmL1FPg,33.6308719,-112.341424,Best Friends Grooming Spa,,True,5,4.5,AZ,business
234,Nightlife; Bars; American (Traditional); Sports Bars; Restaurants,Scottsdale,"4363 N 75th St
Scottsdale, AZ 85251",-9pVS__IliMA2aNEYzrQrg,33.500169,-111.919817,American Junkie,,True,107,3.0,AZ,business
235,Banks & Credit Unions; Financial Services; Professional Services; Employment Agencies,Chandler,"2990 N Dobson Rd
Chandler, AZ 85224",LhJYC2PwzIIn0pMBW4K44w,33.3491178,-111.8769658,Truwest Credit Union,,True,3,3.5,AZ,business
236,Food; Coffee & Tea,Gilbert,"1505 E Warner Rd
Gilbert, AZ 85296",3yfS1y8bx9MpKXbY56L7BA,33.3336237,-111.7569454,Starbucks,,True,10,4.5,AZ,business
237,Delis; Sandwiches; Restaurants,Phoenix,"1855 W Deer Valley Rd
Phoenix, AZ 85027",wzQAmzQopWcfoCG8lfiE_w,33.683666,-112.098958,Port of Subs,,True,14,3.0,AZ,business
238,Greek; Mediterranean; Restaurants,Phoenix,"402 E Greenway Blvd
Phoenix, AZ 85073",Gw8DsQQCO5m1hggXqwynFg,33.4499,-112.0739,Greek Patio,,True,21,3.0,AZ,business
239,Food; Coffee & Tea,Phoenix,"520 W Osborn Rd
Phoenix, AZ 85013",wIHOvreNKWa2_vhM2dyjug,33.488414,-112.082007,Starbucks,,True,4,3.0,AZ,business
240,Food; Burgers; Sandwiches; Ice Cream & Frozen Yogurt; Restaurants,Phoenix,"4506 E Cactus Rd
Phoenix, AZ 85032",zwHM6hz8swKIG-4-BSKMPA,33.5998438,-111.9862419,Culver's,,True,11,3.5,AZ,business
241,Automotive; Gas & Service Stations,Buckeye,"501 E Monroe Avenue
Buckeye, AZ 85326",mPt8G-DMFpCAwVTN1bg7bw,33.3704607,-112.5849991,Shell Calverts Service Station,,True,4,5.0,AZ,business
242,American (Traditional); American (New); Restaurants,Phoenix,"11025 N Black Canyon Hwy
Phoenix, AZ 85073",Q5diW79GD0MSJ10j1HCf8Q,33.586891,-112.11578,TGI Friday's,,False,4,1.0,AZ,business
243,Active Life; Dog Parks; Parks,Scottsdale,"15444 N 100th St
Scottsdale, AZ 85260",FWIvOa28jn15bvKIqqYgvQ,33.6265285047855,-111.87828540802,Horizon Dog Park,,True,14,3.5,AZ,business
